,Reviews,Polarity,Predicted Polarity
10325,no comments review is an image,0,0
10326,no comments review is an image,0,0
10327,no comments review is an image,0,0
10328,no comments review is an image,0,0
10329,no comments review is an image,0,0
10330,no comments review is an image,0,0
10331,no comments review is an image,0,0
10332,no comments review is an image,0,0
10333,received in gd condition and delivery is fast its a good deal for woman s day thank you,1,1
10334,item received in a bubble wrap envelope,0,0
10335,delivery was also fast,1,1
10336,delivery is really fast received in gd condition thank you,1,1
10337,送货上门服务及时 价格合理 希望公司常给顾客优惠价 让更多顾客了解 你值得拥有 的深刻意义 好产品应该让更多客户了解并且享用 实现公司盈利与客户护肤双赢的目标 再次感谢老板,0,0
10338,delivery was really fast thank you,1,1
10339,have not received my product and the order is auto completed this is how long i have to wait going two months wait,0,0
10340,it is nicely packed with it,1,1
10341,delivery take some days think less than a week,0,0
10342,have not tried it yet as i was waiting for a response from their side regarding this item if i can return it,0,0
10343,no comments review is an image,0,0
10344,no comments review is an image,0,0
10345,no comments review is an image,0,0
10346,no comments review is an image,0,0
10347,no comments review is an image,0,0
10348,no comments review is an image,0,0
10349,item came very quick as described by seller,1,1
10350,cheaper than buying from other places as bought while on sale,1,1
10351,will definitely purchase again,0,0
10352,like the color not yet try if good will buy again,1,1
10353,good deal,1,1
10354,love the rose nuance hence purchased more,1,1
10355,received in good condition,1,1
10356,thank you,0,0
10357,fast delivery and well packed,1,1
10358,nice colors,1,1
10359,mini lipstick is very convenient to bring out,1,1
10360,love the bag as well,1,1
10361,vibrant colour,1,1
10362,relatively fast delivery,1,1
10363,good packaging,1,1
10364,recommended to buy,1,1
10365,good product quality,1,1
10366,unfortunately when received initially there was some stains on lipstick,-1,-1
10367,hence requested for a replacement,0,0
10368,initial chat messages are replied promptly,1,1
10369,after item was collected back by seller replacement process was long about weeks,0,0
10370,otherwise 5 stars for seller,0,0
10371,colour is not as rich as i expect and did not think this was a good buy since it is just ok only and will not buy again it was very mild and not as matt and rich as the advertisement promise,0,0
10372,third time purchasing,0,0
10373,love the color so much,1,1
10374,bought during sales time and with voucher deduction super worth it,1,1
10375,come with free gift too,1,1
10376,I am very happy with my purchases,1,1
10377,will strongly recommend to my friends,1,1
10378,products r in good condition,1,1
10379,repeated orders,0,0
10380,fast delivery,1,1
10381,very satisfied with the color,1,1
10382,color stays long and it does dry the lips,0,0
10383,beautiful colour and texture,1,1
10384,bought for my mom,0,0
10385,may consider buying for myself,0,0
10386,nice nice nice,1,1
10387,a natural colour for my lips,0,0
10388,nice creamy,1,1
10389,no comments review is an image,0,0
10390,no comments review is an image,0,0
10391,no comments review is an image,0,0
10392,no comments review is an image,0,0
10393,no comments review is an image,0,0
10394,no comments review is an image,0,0
10395,no comments review is an image,0,0
10396,no comments review is an image,0,0
10397,no comments review is an image,0,0
10398,no comments review is an image,0,0
10399,no comments review is an image,0,0
10400,no comments review is an image,0,0
10401,no comments review is an image,0,0
10402,no comments review is an image,0,0
10403,no comments review is an image,0,0
10404,no comments review is an image,0,0
10405,item as described,0,0
10406,hope it helps me,1,1
10407,really appreciate the prompt and efficient delivery,1,1
10408,will buy again during offer _,0,0
10409,item received in good condition but the delivery time is super long as they needed to replenish stocks,1,1
10410,no comments review is an image,0,0
10411,no comments review is an image,0,0
10412,no comments review is an image,0,0
10413,no comments review is an image,0,0
10414,first delivery,0,0
10415,will order again,0,0
10416,took a long while to receive the items,0,0
10417,items meg was manufactured all the way back in nov 2017 21 months from now so definitely not fresh stock,0,0
10418,courier simply post that sent the items was rude to my colleagues in the mail room,0,0
10419,good,1,1
10420,hippies are oil in stick they are very moisturising with the oil there is a tint of grossness added when you swipe the lipsticks across your lips,0,0
10421,but point is most of the hippies are manufactured 1 5 years back means shorter shelf life storage life for consumers like us,0,0
10422,good quality products from l real,1,1
10423,fast delivery,1,1
10424,thank you for your little presents too,0,0
10425,delivery took very long but luckily it arrived undamaged and wil only order when there is very good discounts especially with coupons,1,0
10426,very unique colours hope i can pull them off,1,1
10427,fast delivery,1,1
10428,very pretty colour,1,1
10429,its so creamy too,0,0
10430,packaged well and delivery was ok,1,1
10431,got it as a gift for my mom she likes the colours,1,0
10432,no comments review is an image,0,0
10433,no comments review is an image,0,0
10434,no comments review is an image,0,0
10435,i received the product quality all good condition,1,1
10436,delivery very fast,1,1
10437,thank you,0,0
10438,a good buy during sales,1,1
10439,received a lot of free samples,1,1
10440,item came perfectly as usual ordered about 3 4 times so far,1,1
10441,good and fast,1,1
10442,very quick shipping,1,1
10443,product came well packaged and wrapped too,1,1
10444,satisfied,1,1
10445,item well packaged,1,1
10446,received the delivery about 10 days after purchase not too bad,1,1
10447,item is good,1,1
10448,will buy again,0,0
10449,product well received,1,1
10450,love it cant find it anywhere else,1,1
10451,product well received,1,1
10452,love it cant find it anywhere else,1,1
10453,received it in a matter of 2 3 days,0,0
10454,came nicely bubble wrapped too,1,1
10455,delivery slow due the sales,-1,-1
10456,but overall i give 5 star,0,0
10457,good job,1,1
10458,items received in good packaging,1,1
10459,no comments review is an image,0,0
10460,no comments review is an image,0,0
10461,no comments review is an image,0,0
10462,came fly quickly and many free gifts involved and they even pack my orders tt that i bought separately,0,1
10463,think i was sent old stocks,0,0
10464,packaging was creasing and a new tube even had a scratch,-1,-1
10465,l oral called to say they will provide refund but then after hope rejected the claim sang a different story that they must follow hope s policy,1,1
10466,they should not even have promised anything to start with,1,1
10467,thanks for the free gift,1,1
10468,and thanks for the prompt and fast reply,1,1
10469,what cn i say,0,0
10470,its the best mascara ive ever used by far,1,1
10471,this is my th bottle,0,0
10472,highly recommended,1,1
10473,the best waterproof mascara ever,1,1
10474,received in good condition,1,1
10475,my favourite mascara,0,0
10476,great value fast delivery,1,1
10477,nicely received,1,1
10478,no comments review is an image,0,0
10479,item received in good condition and fast delivery,1,1
10480,very fast delivery,1,1
10481,ordered on 12 12 and immediately received it the next day,0,0
10482,fast delivery,1,1
10483,however conditioner has no expiry date on it and the manufacturing year is in 2017,0,0
10484,received the product without issue and promptly,1,1
10485,first time buyer,0,0
10486,good price on sale with the 20 flashback,1,1
10487,thanks seller,0,0
10488,good price on sale with the 20 flashback,1,1
10489,thanks seller,0,0
10490,no comments review is an image,0,0
10491,so fast just days and its here already thank u seller,1,1
10492,u knew i dont have shampoo anymore aha,0,0
10493,this suits my hair condition oily scalp dry hair,0,0
10494,most shampoo are for one type of condition either only oily or dry,0,0
10495,fast delivery,1,1
10496,well packed and the smell is very pleasant,1,1
10497,it was manufactured in 2018,0,0
10498,delivery is fast and satisfied with them accepting my specified time,1,1
10499,happy with the discount given,1,1
10500,no comments review is an image,0,0
10501,no comments review is an image,0,0
10502,no comments review is an image,0,0
10503,no comments review is an image,0,0
10504,no comments review is an image,0,0
10505,no comments review is an image,0,0
10506,will try out the hair mask for the first time,0,0
10507,fragile box came dented,-1,0
10508,seal is intact,0,0
10509,item received in good condition and fast delivery,1,1
10510,ｍｆｇ aug 2018 made in china,0,0
